"uid","plotID","completeDate","subplotID","nestedSubplotID","nestedSubplotArea","variablesOther","percentCoverOther","cameraID","photoID","taxonID","identificationQualifier","percentCoverPlantSpecies","meanHeightPlantSpecies","measuredBy","recordedBy","remarks"
1202,"CPER_012",20140610,31,1,1,,,,,"SPCR",,0.50,2,"D10KJB24","D10LJZ07","percent cover trace"
1203,"CPER_012",20140610,31,1,1,,,,,"LEMO4",,0.50,5,"D10KJB24","D10LJZ07","percent cover trace"
1204,"CPER_012",20140610,31,1,1,,,,,"ELEL5",,0.50,7,"D10KJB24","D10LJZ07","percent cover trace"
1205,"CPER_012",20140610,31,1,1,,,,,"CHGL13","cf. species",0.50,1,"D10KJB24","D10LJZ07","percent cover trace"
1206,"CPER_012",20140610,31,1,1,,,,,"BOGR2",,0.50,4,"D10KJB24","D10LJZ07","percent cover trace"
1207,"CPER_012",20140610,31,1,1,,,,,"OEAL",,0.50,8,"D10KJB24","D10LJZ07","percent cover trace"
1208,"CPER_012",20140610,31,4,1,"Soil",60.00,,,,,,,"D10KJB24","D10LJZ07",
1209,"CPER_012",20140610,31,4,1,"Rock",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1210,"CPER_012",20140610,31,4,1,"Wood",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1211,"CPER_012",20140610,31,4,1,"Litter",3.00,,,,,,,"D10KJB24","D10LJZ07",
1212,"CPER_012",20140610,31,4,1,"Standing Dead",1.00,,,,,,,"D10KJB24","D10LJZ07",
1213,"CPER_012",20140610,31,4,1,"Water",0.00,,,,,,,"D10KJB24","D10LJZ07",
1214,"CPER_012",20140610,31,4,1,"Lichen",0.00,,,,,,,"D10KJB24","D10LJZ07",
1215,"CPER_012",20140610,31,4,1,"Moss",0.00,,,,,,,"D10KJB24","D10LJZ07",
1216,"CPER_012",20140610,31,4,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10LJZ07",
1217,"CPER_012",20140610,31,4,1,"Scat",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1218,"CPER_012",20140610,31,4,1,"Overstory",0.00,,,,,,,"D10KJB24","D10LJZ07",
1219,"CPER_012",20140610,31,4,1,,,"CAN-D","3162",,,,,"D10KJB24","D10LJZ07",
1220,"CPER_012",20140610,31,4,1,,,,,"PLPA2",,1.00,11,"D10KJB24","D10LJZ07",
1221,"CPER_012",20140610,31,4,1,,,,,"CRMI5",,30.00,15,"D10KJB24","D10LJZ07",
1222,"CPER_012",20140610,31,4,1,,,,,"OEAL",,3.00,8,"D10KJB24","D10LJZ07",
1223,"CPER_012",20140610,31,4,1,,,,,"ELEL5",,0.50,9,"D10KJB24","D10LJZ07","percent cover trace"
1224,"CPER_012",20140610,31,4,1,,,,,"MUSQ3",,0.50,2,"D10KJB24","D10LJZ07","percent cover trace"
1225,"CPER_012",20140610,31,4,1,,,,,"CHGL13","cf. species",0.50,1,"D10KJB24","D10LJZ07","percent cover trace"
1226,"CPER_012",20140610,31,4,1,,,,,"VUOC",,2.00,12,"D10KJB24","D10LJZ07",
1227,"CPER_012",20140610,32,4,1,,,,,"CADU6","cf. species",1.00,8,"D10DPB11","D10JMO28",
1228,"CPER_012",20140610,32,4,1,,,,,"SPCR",,0.50,5,"D10DPB11","D10JMO28","percent cover trace"
1229,"CPER_012",20140610,32,4,1,,,,,"BOGR2",,0.50,4,"D10DPB11","D10JMO28","percent cover trace"
1230,"CPER_012",20140610,32,4,1,,,,,"BODA2",,0.50,4,"D10DPB11","D10JMO28","percent cover trace"
1231,"CPER_012",20140610,32,4,1,,,,,"CHGL13","cf. species",0.50,1,"D10DPB11","D10JMO28","percent cover trace"
1232,"CPER_012",20140610,40,1,1,"Soil",50.00,,,,,,,"D10KJB11","D10LJZ07",
1233,"CPER_012",20140610,40,1,1,"Rock",0.50,,,,,,,"D10KJB11","D10LJZ07","percent cover trace"
1234,"CPER_012",20140610,40,1,1,"Wood",0.50,,,,,,,"D10KJB11","D10LJZ07","percent cover trace"
1235,"CPER_012",20140610,40,1,1,"Litter",1.00,,,,,,,"D10KJB11","D10LJZ07",
1236,"CPER_012",20140610,40,1,1,"Standing Dead",2.00,,,,,,,"D10KJB11","D10LJZ07",
1237,"CPER_012",20140610,40,1,1,"Water",0.00,,,,,,,"D10KJB11","D10LJZ07",
1238,"CPER_012",20140610,40,1,1,"Lichen",0.00,,,,,,,"D10KJB11","D10LJZ07",
1239,"CPER_012",20140610,40,1,1,"Moss",0.00,,,,,,,"D10KJB11","D10LJZ07",
1240,"CPER_012",20140610,40,1,1,"Other non-vascular",0.00,,,,,,,"D10KJB11","D10LJZ07",
1241,"CPER_012",20140610,40,1,1,"Scat",0.50,,,,,,,"D10KJB11","D10LJZ07","percent cover trace"
1242,"CPER_012",20140610,40,1,1,"Overstory",0.00,,,,,,,"D10KJB11","D10LJZ07",
1243,"CPER_012",20140610,40,1,1,,,"CAN-D","3168",,,,,"D10KJB11","D10LJZ07",
1244,"CPER_012",20140610,40,1,1,,,,,"PLPA2",,5.00,13,"D10KJB11","D10LJZ07",
1245,"CPER_012",20140610,40,1,1,,,,,"CRMI5",,30.00,11,"D10KJB11","D10LJZ07",
1246,"CPER_012",20140610,40,1,1,,,,,"CRCR3",,1.00,19,"D10KJB11","D10LJZ07",
1247,"CPER_012",20140610,40,1,1,,,,,"MATA2",,5.00,16,"D10KJB11","D10LJZ07",
1248,"CPER_012",20140610,40,1,1,,,,,"CADU6",,2.00,7,"D10KJB11","D10LJZ07",
1249,"CPER_012",20140610,40,1,1,,,,,"VUOC",,0.50,9,"D10KJB11","D10LJZ07","percent cover trace"
1250,"CPER_012",20140610,40,1,1,,,,,"SPCR",,0.50,7,"D10KJB11","D10LJZ07","percent cover trace"
1251,"CPER_012",20140610,40,1,1,,,,,"PIOP",,0.50,7,"D10KJB11","D10LJZ07","percent cover trace"
1252,"CPER_012",20140610,40,1,1,,,,,"HECO26",,0.50,6,"D10KJB11","D10LJZ07","percent cover trace"
1253,"CPER_012",20140610,40,1,1,,,,,"BOGR2",,3.00,5,"D10KJB11","D10LJZ07",
1254,"CPER_012",20140610,40,1,1,,,,,"MUSQ3",,0.50,2,"D10KJB11","D10LJZ07","percent cover trace"
1255,"CPER_012",20140610,40,1,1,,,,,"BODA2",,0.50,5,"D10KJB11","D10LJZ07","percent cover trace"
1256,"CPER_012",20140610,40,1,1,,,,,"OEAL",,1.00,12,"D10KJB11","D10LJZ07",
1257,"CPER_012",20140610,40,3,1,"Soil",58.00,,,,,,,"D10KJB11","D10LJZ07",
1258,"CPER_012",20140610,40,3,1,"Rock",0.50,,,,,,,"D10KJB11","D10LJZ07","percent cover trace"
1259,"CPER_012",20140610,40,3,1,"Wood",0.00,,,,,,,"D10KJB11","D10LJZ07",
1260,"CPER_012",20140610,40,3,1,"Litter",2.00,,,,,,,"D10KJB11","D10LJZ07",
1261,"CPER_012",20140610,40,3,1,"Standing Dead",2.00,,,,,,,"D10KJB11","D10LJZ07",
1262,"CPER_012",20140610,40,3,1,"Water",0.00,,,,,,,"D10KJB11","D10LJZ07",
1263,"CPER_012",20140610,40,3,1,"Lichen",0.00,,,,,,,"D10KJB11","D10LJZ07",
1264,"CPER_012",20140610,40,3,1,"Moss",0.00,,,,,,,"D10KJB11","D10LJZ07",
1265,"CPER_012",20140610,40,3,1,"Other non-vascular",0.00,,,,,,,"D10KJB11","D10LJZ07",
1266,"CPER_012",20140610,40,3,1,"Scat",0.50,,,,,,,"D10KJB11","D10LJZ07","percent cover trace"
1267,"CPER_012",20140610,40,3,1,"Overstory",0.00,,,,,,,"D10KJB11","D10LJZ07",
1268,"CPER_012",20140610,40,3,1,,,"CAN-D","3171",,,,,"D10KJB11","D10LJZ07",
1269,"CPER_012",20140610,40,3,1,,,,,"PLPA2",,3.00,11,"D10KJB11","D10LJZ07",
1270,"CPER_012",20140610,40,3,1,,,,,"CRMI5",,20.00,10,"D10KJB11","D10LJZ07",
1271,"CPER_012",20140610,40,3,1,,,,,"OEAL",,2.00,8,"D10KJB11","D10LJZ07",
1272,"CPER_012",20140610,31,4,1,,,,,"ARPU9",,2.00,13,"D10KJB24","D10LJZ07",
1273,"CPER_012",20140610,31,4,1,,,,,"SPCR",,0.50,10,"D10KJB24","D10LJZ07","percent cover trace"
1274,"CPER_012",20140610,31,4,1,,,,,"CADU6",,1.00,12,"D10KJB24","D10LJZ07",
1275,"CPER_012",20140610,31,4,1,,,,,"BODA2",,1.00,5,"D10KJB24","D10LJZ07",
1276,"CPER_012",20140610,31,4,1,,,,,"HECO26",,1.00,10,"D10KJB24","D10LJZ07",
1277,"CPER_012",20140610,31,4,1,,,,,"TROC",,0.50,8,"D10KJB24","D10LJZ07","percent cover trace"
1278,"CPER_012",20140610,31,4,1,,,,,"BOGR2",,2.00,7,"D10KJB24","D10LJZ07",
1279,"CPER_012",20140610,31,1,1,,,,,"PIOP",,0.50,5,"D10KJB24","D10LJZ07","percent cover trace"
1280,"CPER_012",20140610,31,1,1,,,,,"VUOC",,0.50,9,"D10KJB24","D10LJZ07","percent cover trace"
1281,"CPER_012",20140610,32,2,1,"Soil",52.00,,,,,,,"D10DPB11","D10JMO28",
1282,"CPER_012",20140610,32,2,1,"Rock",0.00,,,,,,,"D10DPB11","D10JMO28",
1283,"CPER_012",20140610,32,2,1,"Wood",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1284,"CPER_012",20140610,32,2,1,"Litter",1.00,,,,,,,"D10DPB11","D10JMO28",
1285,"CPER_012",20140610,32,2,1,"Standing Dead",13.00,,,,,,,"D10DPB11","D10JMO28",
1286,"CPER_012",20140610,32,2,1,"Water",0.00,,,,,,,"D10DPB11","D10JMO28",
1287,"CPER_012",20140610,32,2,1,"Lichen",0.00,,,,,,,"D10DPB11","D10JMO28",
1288,"CPER_012",20140610,32,2,1,"Moss",0.00,,,,,,,"D10DPB11","D10JMO28",
1289,"CPER_012",20140610,32,2,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10JMO28",
1290,"CPER_012",20140610,32,2,1,"Scat",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1291,"CPER_012",20140610,32,2,1,"Overstory",0.00,,,,,,,"D10DPB11","D10JMO28",
1292,"CPER_012",20140610,32,2,1,,,"CAN-D","3160","VUOC",,10.00,14,"D10DPB11","D10JMO28",
1293,"CPER_012",20140610,32,2,1,,,,,"PASM",,10.00,23,"D10DPB11","D10JMO28",
1294,"CPER_012",20140610,32,2,1,,,,,"PLPA2",,1.00,9,"D10DPB11","D10JMO28",
1295,"CPER_012",20140610,32,2,1,,,,,"CRMI5",,2.00,5,"D10DPB11","D10JMO28",
1296,"CPER_012",20140610,32,2,1,,,,,"BOGR2",,5.00,6,"D10DPB11","D10JMO28",
1297,"CPER_012",20140610,32,2,1,,,,,"CADU6","cf. species",1.00,9,"D10DPB11","D10JMO28",
1298,"CPER_012",20140610,32,2,1,,,,,"CLSE",,0.50,10,"D10DPB11","D10JMO28","percent cover trace"
1299,"CPER_012",20140610,32,4,1,,,,,,,,,"D10DPB11","D10JMO28",
1300,"CPER_012",20140610,32,4,1,"Soil",61.00,,,,,,,"D10DPB11","D10JMO28",
1301,"CPER_012",20140610,32,4,1,"Rock",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1302,"CPER_012",20140610,32,4,1,"Wood",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1303,"CPER_012",20140610,32,4,1,"Litter",1.00,,,,,,,"D10DPB11","D10JMO28",
1304,"CPER_012",20140610,32,4,1,"Standing Dead",10.00,,,,,,,"D10DPB11","D10JMO28",
1305,"CPER_012",20140610,32,4,1,"Water",0.00,,,,,,,"D10DPB11","D10JMO28",
1306,"CPER_012",20140610,32,4,1,"Lichen",0.00,,,,,,,"D10DPB11","D10JMO28",
1307,"CPER_012",20140610,32,4,1,"Moss",0.00,,,,,,,"D10DPB11","D10JMO28",
1308,"CPER_012",20140610,32,4,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10JMO28",
1309,"CPER_028",20140610,40,1,1,"Soil",45.00,,,,,,,"D10KJB24","D10AJA03",
1310,"CPER_028",20140610,40,1,1,"Rock",0.50,,,,,,,"D10KJB24","D10AJA03","percent cover trace"
1311,"CPER_028",20140610,40,1,1,"Wood",0.00,,,,,,,"D10KJB24","D10AJA03",
1312,"CPER_028",20140610,40,1,1,"Litter",3.00,,,,,,,"D10KJB24","D10AJA03",
1313,"CPER_028",20140610,40,1,1,"Standing Dead",12.00,,,,,,,"D10KJB24","D10AJA03",
1314,"CPER_028",20140610,40,1,1,"Water",0.00,,,,,,,"D10KJB24","D10AJA03",
1315,"CPER_028",20140610,40,1,1,"Lichen",0.50,,,,,,,"D10KJB24","D10AJA03","percent cover trace"
1316,"CPER_028",20140610,40,1,1,"Moss",0.00,,,,,,,"D10KJB24","D10AJA03",
1317,"CPER_028",20140610,40,1,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10AJA03",
1318,"CPER_028",20140610,40,1,1,"Scat",0.50,,,,,,,"D10KJB24","D10AJA03","percent cover trace"
1319,"CPER_028",20140610,40,1,1,"Overstory",0.00,,,,,,,"D10KJB24","D10AJA03",
1320,"CPER_028",20140610,40,1,1,,,"CAN-D","3188",,,,,"D10KJB24","D10AJA03",
1321,"CPER_028",20140610,40,1,1,,,,,"VUOC",,30.00,12,"D10KJB24","D10AJA03",
1322,"CPER_028",20140610,40,1,1,,,,,"SPCO",,0.50,8,"D10KJB24","D10AJA03","percent cover trace"
1323,"CPER_028",20140610,40,1,1,,,,,"THFI",,0.50,10,"D10KJB24","D10AJA03","percent cover trace"
1324,"CPER_028",20140610,40,1,1,,,,,"CADU6","cf. species",3.00,10,"D10KJB24","D10AJA03",
1325,"CPER_028",20140610,40,1,1,,,,,"BOGR2",,2.00,5,"D10KJB24","D10AJA03",
1326,"CPER_028",20140610,40,1,1,,,,,"PLPA2",,0.50,9,"D10KJB24","D10AJA03","percent cover trace"
1327,"CPER_028",20140610,40,1,1,,,,,"OPPO",,3.00,5,"D10KJB24","D10AJA03",
1328,"CPER_028",20140610,40,1,1,,,,,"OEAL",,0.50,9,"D10KJB24","D10AJA03","percent cover trace"
1329,"CPER_028",20140610,40,3,1,"Soil",55.00,,,,,,,"D10KJB24","D10AJA03",
1330,"CPER_028",20140610,40,3,1,"Rock",0.00,,,,,,,"D10KJB24","D10AJA03",
1331,"CPER_028",20140610,40,3,1,"Wood",0.00,,,,,,,"D10KJB24","D10AJA03",
1332,"CPER_028",20140610,40,3,1,"Litter",4.00,,,,,,,"D10KJB24","D10AJA03",
1333,"CPER_028",20140610,40,3,1,"Standing Dead",10.00,,,,,,,"D10KJB24","D10AJA03",
1334,"CPER_028",20140610,40,3,1,"Water",0.00,,,,,,,"D10KJB24","D10AJA03",
1335,"CPER_028",20140610,40,3,1,"Lichen",0.50,,,,,,,"D10KJB24","D10AJA03","percent cover trace"
1336,"CPER_028",20140610,40,3,1,"Moss",0.00,,,,,,,"D10KJB24","D10AJA03",
1337,"CPER_028",20140610,40,3,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10AJA03",
1338,"CPER_028",20140610,40,3,1,"Scat",0.00,,,,,,,"D10KJB24","D10AJA03",
1339,"CPER_028",20140610,40,3,1,"Overstory",0.00,,,,,,,"D10KJB24","D10AJA03",
1340,"CPER_028",20140610,40,3,1,,,"CAN-D","3189",,,,,"D10KJB24","D10AJA03",
1341,"CPER_028",20140610,40,3,1,,,,,"CADU6","cf. species",3.00,10,"D10KJB24","D10AJA03",
1342,"CPER_028",20140610,40,3,1,,,,,"VUOC",,30.00,14,"D10KJB24","D10AJA03",
1343,"CPER_028",20140610,40,3,1,,,,,"BOGR2",,3.00,6,"D10KJB24","D10AJA03",
1344,"CPER_028",20140610,40,3,1,,,,,"OPPO",,3.00,6,"D10KJB24","D10AJA03",
1345,"CPER_028",20140610,40,3,1,,,,,"SPCO",,0.50,9,"D10KJB24","D10AJA03","percent cover trace"
1346,"CPER_028",20140610,40,3,1,,,,,"IPLA2",,0.50,7,"D10KJB24","D10AJA03","percent cover trace"
1347,"CPER_028",20140610,32,2,1,"Soil",17.00,,,,,,,"D10DPB11","D10STS05",
1348,"CPER_028",20140610,32,2,1,"Rock",0.00,,,,,,,"D10DPB11","D10STS05",
1349,"CPER_028",20140610,32,2,1,"Wood",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1350,"CPER_028",20140610,32,2,1,"Litter",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1351,"CPER_028",20140610,32,2,1,"Standing Dead",18.00,,,,,,,"D10DPB11","D10STS05",
1352,"CPER_028",20140610,32,2,1,"Water",0.00,,,,,,,"D10DPB11","D10STS05",
1353,"CPER_028",20140610,32,2,1,"Lichen",0.00,,,,,,,"D10DPB11","D10STS05",
1354,"CPER_028",20140610,32,2,1,"Moss",0.00,,,,,,,"D10DPB11","D10STS05",
1355,"CPER_028",20140610,32,2,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10STS05",
1356,"CPER_028",20140610,32,2,1,"Scat",0.00,,,,,,,"D10DPB11","D10STS05",
1357,"CPER_028",20140610,32,2,1,"Overstory",0.00,,,,,,,"D10DPB11","D10STS05",
1358,"CPER_028",20140610,32,2,1,,,"CAN-D","3180",,,,,"D10DPB11","D10STS05",
1359,"CPER_028",20140610,32,2,1,,,,,"HECO26",,1.00,38,"D10DPB11","D10STS05",
1360,"CPER_028",20140610,32,2,1,,,,,"ELEL5",,0.50,18,"D10DPB11","D10STS05","percent cover trace"
1361,"CPER_028",20140610,32,2,1,,,,,"VUOC",,15.00,15,"D10DPB11","D10STS05",
1362,"CPER_028",20140610,32,2,1,,,,,"CRMI5",,20.00,9,"D10DPB11","D10STS05",
1363,"CPER_028",20140610,32,2,1,,,,,"SPCO",,0.50,8,"D10DPB11","D10STS05","percent cover trace"
1364,"CPER_028",20140610,32,2,1,,,,,"BOGR2",,2.00,6,"D10DPB11","D10STS05",
1365,"CPER_028",20140610,32,2,1,,,,,"CADU6","cf. species",0.50,11,"D10DPB11","D10STS05","percent cover trace"
1366,"CPER_028",20140610,32,2,1,,,,,"EREF",,9.00,1,"D10DPB11","D10STS05",
1367,"CPER_028",20140610,32,2,1,,,,,"PLPA2",,0.50,11,"D10DPB11","D10STS05","percent cover trace"
1368,"CPER_028",20140610,32,2,1,,,,,"PSTE5",,0.50,8,"D10DPB11","D10STS05","percent cover trace"
1369,"CPER_028",20140610,32,2,1,,,,,"OPPO",,0.50,6,"D10DPB11","D10STS05","percent cover trace"
1370,"CPER_028",20140610,32,2,1,,,,,"PASM",,0.50,11,"D10DPB11","D10STS05","percent cover trace"
1371,"CPER_028",20140610,32,2,1,,,,,"ERNA10",,1.00,8,"D10DPB11","D10STS05",
1372,"CPER_028",20140610,32,4,1,"Soil",25.00,,,,,,,"D10DPB11","D10STS05",
1373,"CPER_028",20140610,32,4,1,"Rock",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1374,"CPER_028",20140610,32,4,1,"Wood",0.00,,,,,,,"D10DPB11","D10STS05",
1375,"CPER_028",20140610,32,4,1,"Litter",1.00,,,,,,,"D10DPB11","D10STS05",
1376,"CPER_028",20140610,32,4,1,"Standing Dead",30.00,,,,,,,"D10DPB11","D10STS05",
1377,"CPER_028",20140610,32,4,1,"Water",0.00,,,,,,,"D10DPB11","D10STS05",
1378,"CPER_028",20140610,32,4,1,"Lichen",0.00,,,,,,,"D10DPB11","D10STS05",
1379,"CPER_028",20140610,32,4,1,"Moss",0.00,,,,,,,"D10DPB11","D10STS05",
1380,"CPER_028",20140610,32,4,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10STS05",
1381,"CPER_028",20140610,32,4,1,"Scat",0.00,,,,,,,"D10DPB11","D10STS05",
1382,"CPER_028",20140610,32,4,1,"Overstory",0.00,,,,,,,"D10DPB11","D10STS05",
1383,"CPER_028",20140610,32,4,1,,,"CAN-D","3186",,,,,"D10DPB11","D10STS05",
1384,"CPER_028",20140610,32,4,1,,,,,"VUOC",,15.00,20,"D10DPB11","D10STS05",
1385,"CPER_028",20140610,32,4,1,,,,,"CRMI5",,15.00,11,"D10DPB11","D10STS05",
1386,"CPER_028",20140610,32,4,1,,,,,"THFI",,5.00,18,"D10DPB11","D10STS05",
1387,"CPER_028",20140610,32,4,1,,,,,"SPCO",,2.00,8,"D10DPB11","D10STS05",
1388,"CPER_028",20140610,32,4,1,,,,,"OEAL",,1.00,13,"D10DPB11","D10STS05",
1389,"CPER_028",20140610,32,4,1,,,,,"OPPO",,2.00,6,"D10DPB11","D10STS05",
1390,"CPER_028",20140610,32,4,1,,,,,"SPCR",,1.00,15,"D10DPB11","D10STS05",
1391,"CPER_028",20140610,32,4,1,,,,,"PSTE5",,0.50,17,"D10DPB11","D10STS05","percent cover trace"
1392,"CPER_028",20140610,32,4,1,,,,,"BOGR2",,2.00,7,"D10DPB11","D10STS05",
1393,"CPER_028",20140610,32,4,1,,,,,"PLPA2",,1.00,12,"D10DPB11","D10STS05",
1394,"CPER_028",20140610,32,4,1,,,,,"CADU6",,1.00,10,"D10DPB11","D10STS05",
1395,"CPER_028",20140610,41,1,1,"Soil",40.00,,,,,,,"D10DPB11","D10STS05",
1396,"CPER_028",20140610,41,1,1,"Rock",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1397,"CPER_028",20140610,41,1,1,"Wood",0.00,,,,,,,"D10DPB11","D10STS05",
1398,"CPER_028",20140610,41,1,1,"Litter",1.00,,,,,,,"D10DPB11","D10STS05",
1399,"CPER_028",20140610,41,1,1,"Standing Dead",8.00,,,,,,,"D10DPB11","D10STS05",
1400,"CPER_028",20140610,41,1,1,"Water",0.00,,,,,,,"D10DPB11","D10STS05",
1401,"CPER_028",20140610,41,1,1,"Lichen",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1402,"CPER_028",20140610,41,1,1,"Moss",0.00,,,,,,,"D10DPB11","D10STS05",
1403,"CPER_028",20140610,41,1,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10STS05",
1404,"CPER_028",20140610,41,1,1,"Scat",0.00,,,,,,,"D10DPB11","D10STS05",
1405,"CPER_028",20140610,41,1,1,"Overstory",0.00,,,,,,,"D10DPB11","D10STS05",
1406,"CPER_028",20140610,41,1,1,,,"CAN-D","3187",,,,,"D10DPB11","D10STS05",
1407,"CPER_028",20140610,41,1,1,,,,,"VUOC",,40.00,12,"D10DPB11","D10STS05",
1408,"CPER_028",20140610,41,1,1,,,,,"CRMI5",,1.00,8,"D10DPB11","D10STS05",
1409,"CPER_028",20140610,41,1,1,,,,,"ELEL5",,1.00,14,"D10DPB11","D10STS05",
1410,"CPER_028",20140610,41,1,1,,,,,"PLPA2",,1.00,14,"D10DPB11","D10STS05",
1411,"CPER_028",20140610,41,1,1,,,,,"SPCO",,1.00,10,"D10DPB11","D10STS05",
1412,"CPER_028",20140610,41,1,1,,,,,"CADU6","cf. species",1.00,8,"D10DPB11","D10STS05",
1413,"CPER_028",20140610,41,1,1,,,,,"BOGR2",,6.00,9,"D10DPB11","D10STS05",
1414,"CPER_028",20140610,41,4,1,"Soil",55.00,,,,,,,"D10DPB11","D10STS05",
1415,"CPER_028",20140610,41,4,1,"Rock",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1416,"CPER_028",20140610,41,4,1,"Wood",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1417,"CPER_028",20140610,41,4,1,"Litter",1.00,,,,,,,"D10DPB11","D10STS05",
1418,"CPER_028",20140610,41,4,1,"Standing Dead",10.00,,,,,,,"D10DPB11","D10STS05",
1419,"CPER_028",20140610,41,4,1,"Water",0.00,,,,,,,"D10DPB11","D10STS05",
1420,"CPER_028",20140610,41,4,1,"Lichen",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1421,"CPER_028",20140610,41,4,1,"Moss",0.00,,,,,,,"D10DPB11","D10STS05",
1422,"CPER_028",20140610,41,4,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10STS05",
1423,"CPER_028",20140610,41,4,1,"Scat",0.00,,,,,,,"D10DPB11","D10STS05",
1424,"CPER_028",20140610,41,4,1,"Overstory",0.00,,,,,,,"D10DPB11","D10STS05",
1425,"CPER_028",20140610,41,4,1,,,"CAN-D",,,,,,"D10DPB11","D10STS05",
1426,"CPER_028",20140610,41,4,1,,,,,"VUOC",,15.00,13,"D10DPB11","D10STS05",
1427,"CPER_028",20140610,41,4,1,,,,,"PASM",,5.00,22,"D10DPB11","D10STS05",
1428,"CPER_028",20140610,41,4,1,,,,,"CRMI5",,8.00,8,"D10DPB11","D10STS05",
1429,"CPER_028",20140610,41,4,1,,,,,"THFI",,1.00,15,"D10DPB11","D10STS05",
1430,"CPER_028",20140610,41,4,1,,,,,"OPPO",,2.00,6,"D10DPB11","D10STS05",
1431,"CPER_028",20140610,41,4,1,,,,,"ARPU9",,0.50,13,"D10DPB11","D10STS05","percent cover trace"
1432,"CPER_028",20140610,41,4,1,,,,,"BOGR2",,1.00,5,"D10DPB11","D10STS05",
1433,"CPER_028",20140610,41,4,1,,,,,"CADU6",,0.50,6,"D10DPB11","D10STS05","percent cover trace"
1434,"CPER_012",20140610,32,4,1,"Scat",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1435,"CPER_012",20140610,32,4,1,"Overstory",0.00,,,,,,,"D10DPB11","D10JMO28",
1436,"CPER_012",20140610,32,4,1,,,"CAN-D","3161",,,,,"D10DPB11","D10JMO28",
1437,"CPER_012",20140610,32,4,1,,,,,"CRMI5",,11.00,9,"D10DPB11","D10JMO28",
1438,"CPER_012",20140610,32,4,1,,,,,"VUOC",,5.00,13,"D10DPB11","D10JMO28",
1439,"CPER_012",20140610,32,4,1,,,,,"PLPA2",,1.00,9,"D10DPB11","D10JMO28",
1440,"CPER_012",20140610,32,4,1,,,,,"PIOP",,0.50,9,"D10DPB11","D10JMO28","percent cover trace"
1441,"CPER_012",20140610,32,4,1,,,,,"PASM",,5.00,14,"D10DPB11","D10JMO28",
1442,"CPER_012",20140610,32,4,1,,,,,"ARPU9",,1.00,24,"D10DPB11","D10JMO28",
1443,"CPER_012",20140610,32,4,1,,,,,"GACO5",,0.50,8,"D10DPB11","D10JMO28","percent cover trace"
1444,"CPER_012",20140610,32,4,1,,,,,"OEAL",,2.00,12,"D10DPB11","D10JMO28",
1445,"CPER_012",20140610,32,4,1,,,,,"MATA2",,1.00,11,"D10DPB11","D10JMO28",
1446,"CPER_012",20140610,32,4,1,,,,,"CICA11","cf. species",2.00,11,"D10DPB11","D10JMO28",
1447,"CPER_012",20140610,40,3,1,,,,,"VUOC",,3.00,10,"D10KJB11","D10LJZ07",
1448,"CPER_012",20140610,40,3,1,,,,,"MATA2",,2.00,10,"D10KJB11","D10LJZ07",
1449,"CPER_012",20140610,40,3,1,,,,,"CADU6","cf. species",2.00,9,"D10KJB11","D10LJZ07",
1450,"CPER_012",20140610,40,3,1,,,,,"SPCO",,0.50,7,"D10KJB11","D10LJZ07","percent cover trace"
1451,"CPER_012",20140610,40,3,1,,,,,"CHGL13","cf. species",0.50,1,"D10KJB11","D10LJZ07","percent cover trace"
1452,"CPER_012",20140610,40,3,1,,,,,"BOGR2",,5.00,4,"D10KJB11","D10LJZ07",
1453,"CPER_012",20140610,40,3,1,,,,,"BODA2",,0.50,6,"D10KJB11","D10LJZ07","percent cover trace"
1454,"CPER_012",20140610,40,3,1,,,,,"LEMO4",,0.50,9,"D10KJB11","D10LJZ07","percent cover trace"
1455,"CPER_012",20140610,41,1,1,"Soil",25.00,,,,,,,"D10DPB11","D10JMO28",
