"uid","plotID","subplotID","nestedSubplotID","nestedSubplotArea","variablesOther","percentCoverOther","cameraID","photoID","taxonID","identificationQualifier","percentCoverPlantSpecies","meanHeightPlantSpecies","measuredBy","recordedBy","remarks"
565,"HARV_031",41,4,1,"Overstory",35.00,,,,,,,"D01JLU02","D01GMV31",
566,"HARV_031",41,4,1,,,,,"RUAR7",,2.00,25,"D01JLU02","D01GMV31",
567,"HARV_031",41,4,1,,,,,"MACA4",,50.00,9,"D01JLU02","D01GMV31",
568,"HARV_031",41,4,1,,,,,"CAREX",,0.50,29,"D01JLU02","D01GMV31",
569,"HARV_031",41,4,1,,,,,"TRBO2",,0.50,9,"D01JLU02","D01GMV31",
570,"HARV_031",41,4,1,,,,,"ACSA3",,0.50,10,"D01JLU02","D01GMV31",
571,"HARV_031",40,1,1,,,"Mammal Phone","1118",,,,,"D01JLU02","D01GMV31",
572,"HARV_031",40,1,1,"Wood",3.00,,,,,,,"D01JLU02","D01GMV31",
573,"HARV_031",40,1,1,"Litter",80.00,,,,,,,"D01JLU02","D01GMV31",
574,"HARV_031",40,1,1,"Lichen",0.50,,,,,,,"D01JLU02","D01GMV31",
575,"HARV_031",40,1,1,"Moss",0.50,,,,,,,"D01JLU02","D01GMV31",
576,"HARV_031",40,1,1,"Overstory",20.00,,,,,,,"D01JLU02","D01GMV31",
577,"HARV_031",40,1,1,,,,,"RUAR7",,2.00,24,"D01JLU02","D01GMV31",
578,"HARV_031",40,1,1,,,,,"RUHI",,40.00,20,"D01JLU02","D01GMV31",
579,"HARV_031",40,1,1,,,,,"MACA4",,30.00,11,"D01JLU02","D01GMV31",
580,"HARV_001",32,4,1,"Wood",6.00,,,,,,,"D01SNI12","D01PJN02",
581,"HARV_001",32,4,1,"Litter",93.00,,,,,,,"D01SNI12","D01PJN02",
582,"HARV_001",32,4,1,"Lichen",1.00,,,,,,,"D01SNI12","D01PJN02","QC: No error EME"
583,"HARV_001",32,4,1,"Moss",0.50,,,,,,,"D01SNI12","D01PJN02",
584,"HARV_001",32,4,1,"Overstory",100.00,,,,,,,"D01SNI12","D01PJN02",
585,"HARV_001",32,4,1,,,,,"PIST",,10.00,158,"D01SNI12","D01PJN02",
586,"HARV_001",32,4,1,,,,,"BELE",,2.00,149,"D01SNI12","D01PJN02",
587,"HARV_001",32,4,1,,,,,"ACRU",,2.00,11,"D01SNI12","D01PJN02",
588,"HARV_001",32,4,1,,,,,"DEPU2",,0.50,19,"D01SNI12","D01PJN02",
589,"HARV_001",32,4,1,,,,,"VAPA4",,1.00,29,"D01SNI12","D01PJN02",
590,"HARV_001",32,4,1,,,,,"RUHI",,1.00,11,"D01SNI12","D01PJN02",
591,"HARV_010",31,4,1,,,"VEG PHONE","1315",,,,,"D01KAK22","D01GMV31",
592,"HARV_010",40,1,1,"Lichen",20.00,,,,,,,"D01EJH18","D01JAH27",
593,"HARV_010",40,1,1,"Moss",15.00,,,,,,,"D01EJH18","D01JAH27","QC: No error EME"
594,"HARV_010",40,1,1,"Overstory",60.00,,,,,,,"D01EJH18","D01JAH27",
595,"HARV_010",40,1,1,,,,,"VAPA4",,15.00,28,"D01EJH18","D01JAH27",
596,"HARV_010",40,1,1,,,,,"QURU",,5.00,27,"D01EJH18","D01JAH27",
597,"HARV_010",40,1,1,,,,,"TRBO2",,1.00,16,"D01EJH18","D01JAH27",
598,"HARV_010",40,1,1,,,,,"ACRU",,0.50,29,"D01EJH18","D01JAH27",
599,"HARV_010",40,1,1,,,,,"CAREX",,0.50,8,"D01EJH18","D01JAH27",
600,"HARV_010",40,1,1,,,,,"GABA",,20.00,53,"D01EJH18","D01JAH27",
601,"HARV_010",40,3,1,,,"EXTRA 2","1412",,,,,"D01EJH18","D01JAH27",
602,"HARV_010",40,3,1,"Soil",0.50,,,,,,,"D01EJH18","D01JAH27",
603,"HARV_010",40,3,1,"Rock",1.00,,,,,,,"D01EJH18","D01JAH27",
604,"HARV_010",40,3,1,"Wood",2.00,,,,,,,"D01EJH18","D01JAH27",
605,"HARV_010",40,3,1,"Litter",90.00,,,,,,,"D01EJH18","D01JAH27","QC: No error EME"
606,"HARV_010",40,3,1,"Standing Dead",0.50,,,,,,,"D01EJH18","D01JAH27",
607,"HARV_010",40,3,1,"Lichen",0.50,,,,,,,"D01EJH18","D01JAH27",
608,"HARV_010",40,3,1,"Moss",4.00,,,,,,,"D01EJH18","D01JAH27",
609,"HARV_010",40,3,1,"Overstory",80.00,,,,,,,"D01EJH18","D01JAH27",
610,"HARV_010",40,3,1,,,,,"GABA",,,46,"D01EJH18","D01JAH27","PERCENT COVER NOT RECORDED"
611,"HARV_002",41,1,1,,,,,"TRBO2",,0.50,4,"D01LEL27","D01PJN02","QC: No error EME"
612,"HARV_002",41,1,1,,,,,"VIAC",,0.50,3,"D01LEL27","D01PJN02",
613,"HARV_002",41,1,1,,,,,"HAVI4",,3.00,54,"D01LEL27","D01PJN02",
614,"HARV_002",41,1,1,,,,,"ARNU2",,2.00,31,"D01LEL27","D01PJN02",
615,"HARV_002",41,4,1,,,"OLY","0578",,,,,"D01LEL27","D01PJN02",
616,"HARV_002",41,4,1,"Soil",1.00,,,,,,,"D01LEL27","D01PJN02",
617,"HARV_002",41,4,1,"Rock",4.00,,,,,,,"D01LEL27","D01PJN02",
618,"HARV_002",41,4,1,"Wood",15.00,,,,,,,"D01LEL27","D01PJN02",
619,"HARV_002",41,4,1,"Litter",47.00,,,,,,,"D01LEL27","D01PJN02","QC: No error EME"
620,"HARV_002",41,4,1,"Lichen",11.00,,,,,,,"D01LEL27","D01PJN02",
621,"HARV_002",41,4,1,"Moss",19.00,,,,,,,"D01LEL27","D01PJN02",
622,"HARV_002",41,4,1,"Other non-vascular",3.00,,,,,,,"D01LEL27","D01PJN02",
623,"HARV_002",41,4,1,"Overstory",50.00,,,,,,,"D01LEL27","D01PJN02",
624,"HARV_002",41,4,1,,,,,"KALA",,2.00,34,"D01LEL27","D01PJN02",
625,"HARV_002",41,4,1,,,,,"TRBO2",,1.00,10,"D01LEL27","D01PJN02",
626,"HARV_002",41,4,1,,,,,"VAPA4",,1.00,16,"D01LEL27","D01PJN02",
627,"HARV_002",41,4,1,,,,,"ACRU",,0.50,5,"D01LEL27","D01PJN02",
628,"HARV_002",41,4,1,,,,,"ARNU2",,0.50,14,"D01LEL27","D01PJN02",
629,"HARV_002",41,4,1,,,,,"GAPR2",,0.50,11,"D01LEL27","D01PJN02",
630,"HARV_002",41,4,1,,,,,"QURU",,0.50,17,"D01LEL27","D01PJN02",
631,"HARV_002",31,1,1,,,"OLY","0592",,,,,"D01LEL27","D01KAK22",
632,"HARV_002",31,1,1,"Soil",0.50,,,,,,,"D01LEL27","D01KAK22","QC: No error EME"
633,"HARV_002",31,1,1,"Rock",4.00,,,,,,,"D01LEL27","D01KAK22",
634,"HARV_002",31,1,1,"Wood",1.00,,,,,,,"D01LEL27","D01KAK22",
635,"HARV_002",31,1,1,"Litter",92.00,,,,,,,"D01LEL27","D01KAK22",
636,"HARV_002",31,1,1,"Lichen",2.00,,,,,,,"D01LEL27","D01KAK22",
637,"HARV_002",31,1,1,"Moss",0.50,,,,,,,"D01LEL27","D01KAK22",
638,"HARV_002",31,1,1,"Overstory",80.00,,,,,,,"D01LEL27","D01KAK22",
639,"HARV_002",31,1,1,,,,,"ARNU2",,2.00,17,"D01LEL27","D01KAK22",
640,"HARV_002",31,1,1,,,,,"AMELA",,3.00,39,"D01LEL27","D01KAK22","QC: No error EME"
641,"HARV_002",32,4,1,,,,,"BELE",,0.50,3,"D01LEL27","D01KAK22",
642,"HARV_002",32,4,1,,,,,"ACRU",,0.50,7,"D01LEL27","D01KAK22",
643,"HARV_002",32,4,1,,,,,"PIST",,0.50,9,"D01LEL27","D01KAK22",
644,"HARV_002",32,4,1,,,,,"ARNU2",,1.00,12,"D01LEL27","D01KAK22",
645,"HARV_002",32,4,1,,,,,"GAPR2",,0.50,6,"D01LEL27","D01KAK22",
646,"HARV_002",32,4,1,,,,,"TRBO2",,0.50,3,"D01LEL27","D01KAK22",
647,"HARV_004",31,1,1,,,"MAM PHONE","1358",,,,,"D01GMV31","D01JLU02",
648,"HARV_004",31,1,1,"Wood",2.00,,,,,,,"D01GMV31","D01JLU02","QC: No error EME"
649,"HARV_004",31,1,1,"Litter",97.00,,,,,,,"D01GMV31","D01JLU02",
650,"HARV_004",31,1,1,"Lichen",1.00,,,,,,,"D01GMV31","D01JLU02",
651,"HARV_004",31,1,1,"Overstory",70.00,,,,,,,"D01GMV31","D01JLU02",
652,"HARV_004",31,1,1,,,,,"ACSA3",,1.00,8,"D01GMV31","D01JLU02",
653,"HARV_004",31,1,1,,,,,"VAPA4",,1.00,13,"D01GMV31","D01JLU02",
654,"HARV_004",31,1,1,,,,,"PIST",,1.00,24,"D01GMV31","D01JLU02",
655,"HARV_004",31,1,1,,,,,"TRBO2",,2.00,8,"D01GMV31","D01JLU02",
656,"HARV_004",31,1,1,,,,,"MIRE",,5.00,7,"D01GMV31","D01JLU02",
657,"HARV_004",31,1,1,,,,,"QUVE",,3.00,18,"D01GMV31","D01JLU02","QC: No error EME"
658,"HARV_004",31,1,1,,,,,"CAREX",,0.50,18,"D01GMV31","D01JLU02",
659,"HARV_004",31,1,1,,,,,"MEVI",,1.00,23,"D01GMV31","D01JLU02",
660,"HARV_004",31,4,1,,,"MAM PHONE","1112",,,,,"D01GMV31","D01JLU02",
661,"HARV_004",31,4,1,"Wood",9.00,,,,,,,"D01GMV31","D01JLU02",
662,"HARV_004",31,4,1,"Litter",91.00,,,,,,,"D01GMV31","D01JLU02",
663,"HARV_004",31,4,1,"Lichen",0.50,,,,,,,"D01GMV31","D01JLU02",
664,"HARV_004",31,4,1,"Overstory",75.00,,,,,,,"D01GMV31","D01JLU02",
665,"HARV_004",31,4,1,,,,,"PIST",,2.00,46,"D01GMV31","D01JLU02",
666,"HARV_004",31,4,1,,,,,"QUAL",,3.00,26,"D01GMV31","D01JLU02",
667,"HARV_004",31,4,1,,,,,"HAVI4",,25.00,63,"D01GMV31","D01JLU02",
668,"HARV_004",31,4,1,,,,,"TRBO2",,0.50,7,"D01GMV31","D01JLU02","QC: No error EME"
669,"HARV_004",31,4,1,,,,,"UVSE",,2.00,14,"D01GMV31","D01JLU02",
670,"HARV_004",31,4,1,,,,,"ACSA3",,0.50,9,"D01GMV31","D01JLU02",
671,"HARV_004",41,4,1,,,,,"ACSA3",,0.50,8,"D01GMV31","D01CTR16",
672,"HARV_004",41,4,1,,,,,"RUHI",,0.50,10,"D01GMV31","D01CTR16",
673,"HARV_004",41,4,1,,,,,"SAMBU","cf. genus",,,"D01GMV31","D01CTR16","NO COVER OR HEIGHT RECORDED"
674,"HARV_030",31,4,1,,,"VEG PHONE","1355",,,,,"D01KAK22","D01EJH18","QC: No error EME"
675,"HARV_030",31,4,1,"Wood",1.00,,,,,,,"D01KAK22","D01EJH18",
676,"HARV_030",31,4,1,"Litter",99.00,,,,,,,"D01KAK22","D01EJH18",
677,"HARV_030",31,4,1,"Lichen",0.50,,,,,,,"D01KAK22","D01EJH18",
678,"HARV_030",31,4,1,"Moss",0.50,,,,,,,"D01KAK22","D01EJH18",
679,"HARV_030",31,4,1,"Overstory",20.00,,,,,,,"D01KAK22","D01EJH18",
680,"HARV_030",31,4,1,,,,,"MACA4",,3.00,8,"D01KAK22","D01EJH18",
681,"HARV_030",31,4,1,,,,,"PIRE",,1.00,999,"D01KAK22","D01EJH18",
682,"HARV_030",31,4,1,,,,,"MIRE",,1.00,4,"D01KAK22","D01EJH18","QC: No error EME"
683,"HARV_030",31,4,1,,,,,"DEPU2",,0.50,10,"D01KAK22","D01EJH18",
684,"HARV_030",31,1,1,,,"VEG PHONE","1429",,,,,"D01KAK22","D01EJH18",
685,"HARV_030",31,1,1,"Wood",0.50,,,,,,,"D01KAK22","D01EJH18",
686,"HARV_030",31,1,1,"Litter",99.00,,,,,,,"D01KAK22","D01EJH18",
687,"HARV_030",31,1,1,"Lichen",0.50,,,,,,,"D01KAK22","D01EJH18",
688,"HARV_030",31,1,1,"Overstory",75.00,,,,,,,"D01KAK22","D01EJH18",
689,"HARV_030",31,1,1,,,,,"PIRE",,0.50,9,"D01KAK22","D01EJH18",
690,"HARV_030",40,1,1,,,"OLY","0607",,,,,"D01LEL27","D01JLU02",
691,"HARV_030",40,1,1,"Soil",0.50,,,,,,,"D01LEL27","D01JLU02","QC: No error EME"
692,"HARV_030",40,1,1,"Wood",11.00,,,,,,,"D01LEL27","D01JLU02",
693,"HARV_030",40,1,1,"Litter",97.00,,,,,,,"D01LEL27","D01JLU02",
694,"HARV_030",40,1,1,"Standing Dead",2.00,,,,,,,"D01LEL27","D01JLU02",
695,"HARV_030",40,1,1,"Lichen",2.00,,,,,,,"D01LEL27","D01JLU02",
696,"HARV_030",40,1,1,"Moss",0.50,,,,,,,"D01LEL27","D01JLU02",
697,"HARV_030",40,1,1,"Overstory",14.00,,,,,,,"D01LEL27","D01JLU02",
698,"HARV_030",40,1,1,,,,,"RUID",,0.50,3,"D01LEL27","D01JLU02",
699,"HARV_030",40,1,1,,,,,"LOMO2",,0.50,2,"D01LEL27","D01JLU02","QC: No error EME"
700,"HARV_030",40,1,1,,,,,"PIST",,3.00,999,"D01LEL27","D01JLU02",
701,"HARV_012",31,4,1,,,,,"VAPA4",,5.00,29,"D01GMV31","D01PJN01",
702,"HARV_012",31,4,1,,,,,"TRBO2",,2.00,10,"D01GMV31","D01PJN01",
703,"HARV_012",31,4,1,,,,,"MACA4",,1.00,5,"D01GMV31","D01PJN01","QC: No error EME"
704,"HARV_012",31,4,1,,,,,"ANQU",,0.50,3,"D01GMV31","D01PJN01",
705,"HARV_012",31,4,1,,,,,"BELE",,5.00,999,"D01GMV31","D01PJN01",
706,"HARV_012",31,4,1,,,,,"GABA",,1.00,20,"D01GMV31","D01PJN01",
707,"HARV_012",32,2,1,,,"EXTRA2","1022",,,,,"D01EJH18","D01KAK22",
708,"HARV_012",32,2,1,"Soil",2.00,,,,,,,"D01EJH18","D01KAK22",
709,"HARV_012",32,2,1,"Wood",1.00,,,,,,,"D01EJH18","D01KAK22",
710,"HARV_012",32,2,1,"Litter",97.00,,,,,,,"D01EJH18","D01KAK22",
711,"HARV_012",32,2,1,"Standing Dead",0.50,,,,,,,"D01EJH18","D01KAK22",
712,"HARV_012",32,2,1,"Lichen",0.50,,,,,,,"D01EJH18","D01KAK22",
713,"HARV_012",32,2,1,"Overstory",80.00,,,,,,,"D01EJH18","D01KAK22",
714,"HARV_012",32,2,1,,,,,"GABA",,3.00,35,"D01EJH18","D01KAK22","QC: No error EME"
715,"HARV_012",32,2,1,,,,,"HAVI4",,3.00,24,"D01EJH18","D01KAK22",
716,"HARV_012",32,2,1,,,,,"MACA4",,1.00,6,"D01EJH18","D01KAK22",
717,"HARV_012",32,2,1,,,,,"TRBO2",,0.50,4,"D01EJH18","D01KAK22",
718,"HARV_012",32,2,1,,,,,"UVSE",,1.00,23,"D01EJH18","D01KAK22",
719,"HARV_012",32,2,1,,,,,"CAREX",,0.50,15,"D01EJH18","D01KAK22",
720,"HARV_012",32,2,1,,,,,"DEPU2",,2.00,48,"D01EJH18","D01KAK22",
721,"HARV_012",32,2,1,,,,,"BELE",,0.50,10,"D01EJH18","D01KAK22",
722,"HARV_012",32,2,1,,,,,"LYLI",,4.00,94,"D01EJH18","D01KAK22",
723,"HARV_012",32,2,1,,,,,"PTAQ",,1.00,43,"D01EJH18","D01KAK22","QC: No error EME"
724,"HARV_012",32,4,1,,,"EXTRA 2","1103",,,,,"D01EJH18","D01KAK22",
725,"HARV_012",32,4,1,"Wood",9.00,,,,,,,"D01EJH18","D01KAK22",
726,"HARV_012",32,4,1,"Litter",89.00,,,,,,,"D01EJH18","D01KAK22",
727,"HARV_012",32,4,1,"Lichen",2.00,,,,,,,"D01EJH18","D01KAK22","QC: No error EME"
728,"HARV_012",32,4,1,"Moss",0.50,,,,,,,"D01EJH18","D01KAK22",
729,"HARV_012",32,4,1,"Other non-vascular",0.50,,,,,,,"D01EJH18","D01KAK22",
730,"HARV_012",32,4,1,"Overstory",100.00,,,,,,,"D01EJH18","D01KAK22",
731,"HARV_031",40,1,1,,,,,"PRSE2",,2.00,96,"D01JLU02","D01GMV31",
732,"HARV_031",40,1,1,,,,,"PIST",,10.00,67,"D01JLU02","D01GMV31","Anoter large PIST in 1m squared (removed basal area from litter measurement)"
733,"HARV_031",40,1,1,,,,,"DEPU2",,3.00,80,"D01JLU02","D01GMV31","QC: NO ERROR JH"
734,"HARV_031",40,1,1,,,,,"CAREX",,0.50,15,"D01JLU02","D01GMV31",
735,"HARV_031",40,1,1,,,,,"TRBO2",,1.00,16,"D01JLU02","D01GMV31",
736,"HARV_031",40,3,1,,,"Mammal Phone","1201",,,,,"D01JLU02","D01GMV31",
737,"HARV_031",40,3,1,"Wood",1.00,,,,,,,"D01JLU02","D01GMV31",
738,"HARV_031",40,3,1,"Litter",98.00,,,,,,,"D01JLU02","D01GMV31",
739,"HARV_031",40,3,1,"Lichen",0.50,,,,,,,"D01JLU02","D01GMV31",
740,"HARV_031",40,3,1,"Overstory",95.00,,,,,,,"D01JLU02","D01GMV31",
741,"HARV_031",40,3,1,,,,,"MACA4",,4.00,9,"D01JLU02","D01GMV31",
742,"HARV_031",40,3,1,,,,,"COCO6",,5.00,44,"D01JLU02","D01GMV31",
743,"HARV_031",40,3,1,,,,,"CAREX",,0.50,20,"D01JLU02","D01GMV31",
744,"HARV_031",40,3,1,,,,,"RUAR7",,1.00,11,"D01JLU02","D01GMV31",
745,"HARV_031",40,3,1,,,,,"RUHI",,0.50,8,"D01JLU02","D01GMV31",
746,"HARV_031",40,3,1,,,,,"BETH",,0.50,3,"D01JLU02","D01GMV31",
747,"HARV_031",40,3,1,,,,,"UNK",,0.50,8,"D01JLU02","D01GMV31","Fuzzy Fleabane"
748,"HARV_031",31,1,1,,,"Veg Phone","1033?",,,,,"D01GMV31","D01EJH18",
749,"HARV_031",31,1,1,"Wood",1.00,,,,,,,"D01GMV31","D01EJH18","QC: NO ERROR JH"
750,"HARV_031",31,1,1,"Litter",98.00,,,,,,,"D01GMV31","D01EJH18",
751,"HARV_031",31,1,1,"Lichen",0.50,,,,,,,"D01GMV31","D01EJH18",
752,"HARV_031",31,1,1,"Moss",0.50,,,,,,,"D01GMV31","D01EJH18",
753,"HARV_031",31,1,1,"Overstory",55.00,,,,,,,"D01GMV31","D01EJH18",
754,"HARV_031",31,1,1,,,,,"DEPU2",,12.00,67,"D01GMV31","D01EJH18",
755,"HARV_031",31,1,1,,,,,"ILVE",,3.00,20,"D01GMV31","D01EJH18","QC: NO ERROR JH"
756,"HARV_031",31,1,1,,,,,"MACA4",,15.00,12,"D01GMV31","D01EJH18",
757,"HARV_031",31,1,1,,,,,"MIRE
MIRE",,1.00,8,"D01GMV31","D01EJH18",
758,"HARV_031",31,1,1,,,,,"RUAL",,4.00,23,"D01GMV31","D01EJH18",
759,"HARV_031",31,1,1,,,,,"ACSA3",,5.00,26,"D01GMV31","D01EJH18",
760,"HARV_031",31,1,1,,,,,"CAREX",,0.50,15,"D01GMV31","D01EJH18",
761,"HARV_031",31,4,1,,,"Veg Phone","0944",,,,,"D01GMV31","D01EJH18",
762,"HARV_031",31,4,1,"Wood",2.00,,,,,,,"D01GMV31","D01EJH18",
763,"HARV_031",31,4,1,"Litter",97.00,,,,,,,"D01GMV31","D01EJH18",
764,"HARV_031",31,4,1,"Lichen",0.50,,,,,,,"D01GMV31","D01EJH18",
765,"HARV_031",31,4,1,"Moss",0.50,,,,,,,"D01GMV31","D01EJH18",
766,"HARV_031",31,4,1,"Overstory",95.00,,,,,,,"D01GMV31","D01EJH18","QC: NO ERROR JH"
767,"HARV_031",31,4,1,,,,,"DEPU2",,16.00,32,"D01GMV31","D01EJH18",
768,"HARV_031",31,4,1,,,,,"ACSA3",,1.00,9,"D01GMV31","D01EJH18",
769,"HARV_031",31,4,1,,,,,"MACA4",,10.00,10,"D01GMV31","D01EJH18",
770,"HARV_031",31,4,1,,,,,"TRBO2",,2.00,8,"D01GMV31","D01EJH18",
771,"HARV_031",32,2,1,,,"Veg Phone","1141",,,,,"D01GMV31","D01EJH18",
772,"HARV_031",32,2,1,"Litter",97.00,,,,,,,"D01GMV31","D01EJH18",
773,"HARV_031",32,2,1,"Wood",2.00,,,,,,,"D01GMV31","D01EJH18",
774,"HARV_031",32,2,1,"Overstory",35.00,,,,,,,"D01GMV31","D01EJH18",
775,"HARV_031",32,2,1,,,,,"MACA4",,85.00,15,"D01GMV31","D01EJH18",
776,"HARV_031",32,2,1,,,,,"CADE5",,0.50,36,"D01GMV31","D01EJH18",
777,"HARV_031",32,2,1,,,,,"TRBO2",,1.00,10,"D01GMV31","D01EJH18",
778,"HARV_031",32,2,1,,,,,"ILVE",,2.00,61,"D01GMV31","D01EJH18",
779,"HARV_031",32,2,1,,,,,"RUHI",,3.00,19,"D01GMV31","D01EJH18",
780,"HARV_031",32,2,1,,,,,"RUAL",,6.00,37,"D01GMV31","D01EJH18",
781,"HARV_031",32,2,1,,,,,"ACSA3",,1.00,10,"D01GMV31","D01EJH18","QC: NO ERROR JH"
782,"HARV_031",32,4,1,,,"Veg Phone","1122",,,,,"D01GMV31","D01EJH18",
783,"HARV_031",32,4,1,"Wood",5.00,,,,,,,"D01GMV31","D01EJH18",
784,"HARV_031",32,4,1,"Litter",95.00,,,,,,,"D01GMV31","D01EJH18",
785,"HARV_031",32,4,1,"Lichen",0.50,,,,,,,"D01GMV31","D01EJH18",
786,"HARV_031",32,4,1,"Moss",0.50,,,,,,,"D01GMV31","D01EJH18",
787,"HARV_031",32,4,1,"Overstory",35.00,,,,,,,"D01GMV31","D01EJH18",
788,"HARV_031",32,4,1,,,,,"MACA4",,22.00,11,"D01GMV31","D01EJH18",
789,"HARV_031",32,4,1,,,,,"TRBO2",,6.00,10,"D01GMV31","D01EJH18",
790,"HARV_031",32,4,1,,,,,"ACRU",,0.50,5,"D01GMV31","D01EJH18",
791,"HARV_031",32,4,1,,,,,"ACSA3",,0.50,10,"D01GMV31","D01EJH18",
792,"HARV_031",32,4,1,,,,,"BETH",,0.50,5,"D01GMV31","D01EJH18","QC: NO ERROR JH"
793,"HARV_031",32,4,1,,,,,"BELE","cf. species",,4,"D01GMV31","D01EJH18",
794,"HARV_059",31,1,1,,,"VEG PHONE","0950",,,,,"D01DRC25","D01EJH18",
795,"HARV_059",31,1,1,"Wood",1.00,,,,,,,"D01DRC25","D01EJH18",
796,"HARV_059",31,1,1,"Litter",93.00,,,,,,,"D01DRC25","D01EJH18",
797,"HARV_059",31,1,1,"Standing Dead",2.00,,,,,,,"D01DRC25","D01EJH18",
798,"HARV_059",31,1,1,"Moss",4.00,,,,,,,"D01DRC25","D01EJH18",
799,"HARV_059",31,1,1,"Overstory",94.00,,,,,,,"D01DRC25","D01EJH18",
800,"HARV_059",31,1,1,,,,,"LYOB",,10.00,21,"D01DRC25","D01EJH18","""LIOB"" RECORDED; SUSPECT TYPO"
801,"HARV_059",31,1,1,,,,,"PIST",,1.00,19,"D01DRC25","D01EJH18",
802,"HARV_059",31,1,1,,,,,"TRBO2",,4.00,15,"D01DRC25","D01EJH18",
803,"HARV_059",31,1,1,,,,,"MACA4",,5.00,9,"D01DRC25","D01EJH18",
804,"HARV_059",31,1,1,,,,,"QUVE",,2.00,27,"D01DRC25","D01EJH18",
805,"HARV_059",31,1,1,,,,,"THNO",,1.00,32,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
806,"HARV_059",31,1,1,,,,,"VAPA4",,1.00,19,"D01DRC25","D01EJH18",
807,"HARV_059",31,1,1,,,,,"ACRU",,0.50,3,"D01DRC25","D01EJH18",
808,"HARV_059",31,4,1,,,"VEG PHONE","1044",,,,,"D01DRC25","D01EJH18",
809,"HARV_059",31,4,1,"Wood",4.00,,,,,,,"D01DRC25","D01EJH18",
810,"HARV_059",31,4,1,"Litter",95.00,,,,,,,"D01DRC25","D01EJH18",
811,"HARV_059",31,4,1,"Overstory",90.00,,,,,,,"D01DRC25","D01EJH18",
812,"HARV_059",31,4,1,,,,,"ACRU",,0.50,4,"D01DRC25","D01EJH18",
813,"HARV_059",31,4,1,,,,,"FRAM2","cf. genus",1.00,9,"D01DRC25","D01EJH18",
814,"HARV_059",31,4,1,,,,,"TRBO2",,5.00,16,"D01DRC25","D01EJH18","QC: Changed Mean height from 19 to 16"
815,"HARV_059",31,4,1,,,,,"PAQU2",,0.50,4,"D01DRC25","D01EJH18",
816,"HARV_059",31,4,1,,,,,"LYOB",,8.00,24,"D01DRC25","D01EJH18","""LIOB"" RECORDED; SUSPECT TYPO"
817,"HARV_059",31,4,1,,,,,"PIST",,0.50,9,"D01DRC25","D01EJH18",
818,"HARV_059",31,4,1,,,,,"PRSE2",,0.50,5,"D01DRC25","D01EJH18","""PRSE"" ENTERED; SUSPECT TYPO FOR PRSE2"
819,"HARV_059",31,4,1,,,,,"AMBR2",,0.50,6,"D01DRC25","D01EJH18","""AMRR2"" RECORDED; CONFERRED WITH RECORDERS AND DETERMINED TYPOS"
820,"HARV_059",31,4,1,,,,,"LYCL",,0.50,7,"D01DRC25","D01EJH18",
821,"HARV_059",31,4,1,,,,,"MACA4",,0.50,4,"D01DRC25","D01EJH18",
822,"HARV_059",32,2,1,,,"VEG PHONE","1256",,,,,"D01DRC25","D01EJH18",
823,"HARV_059",32,2,1,"Litter",96.00,,,,,,,"D01DRC25","D01EJH18",
824,"HARV_059",32,2,1,"Wood",5.00,,,,,,,"D01DRC25","D01EJH18",
825,"HARV_059",32,2,1,"Standing Dead",0.50,,,,,,,"D01DRC25","D01EJH18",
826,"HARV_059",32,2,1,"Lichen",0.50,,,,,,,"D01DRC25","D01EJH18",
827,"HARV_059",32,2,1,"Moss",6.00,,,,,,,"D01DRC25","D01EJH18",
828,"HARV_059",32,2,1,"Overstory",97.00,,,,,,,"D01DRC25","D01EJH18",
829,"HARV_059",32,2,1,,,,,"TRBO2",,7.00,14,"D01DRC25","D01EJH18",
830,"HARV_059",32,2,1,,,,,"TORA2",,2.00,16,"D01DRC25","D01EJH18",
831,"HARV_059",32,2,1,,,,,"LYOB",,6.00,18,"D01DRC25","D01EJH18","""LIOB"" RECORDED; LYOB ASSUMED"
832,"HARV_059",32,2,1,,,,,"PIST",,0.50,11,"D01DRC25","D01EJH18",
833,"HARV_059",32,2,1,,,,,"EQAR","cf. species",1.00,40,"D01DRC25","D01EJH18",
834,"HARV_059",32,2,1,,,,,"ILVE",,4.00,71,"D01DRC25","D01EJH18",
835,"HARV_059",32,2,1,,,,,"ACRU",,0.50,6,"D01DRC25","D01EJH18",
836,"HARV_059",32,2,1,,,,,"MACA4",,0.50,2,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
837,"HARV_059",32,2,1,,,,,"SYFO",,1.00,18,"D01DRC25","D01EJH18",
838,"HARV_059",32,4,1,,,"EXTRA 2","1323",,,,,"D01DRC25","D01EJH18",
839,"HARV_059",32,4,1,"Wood",2.00,,,,,,,"D01DRC25","D01EJH18",
840,"HARV_059",32,4,1,"Litter",96.00,,,,,,,"D01DRC25","D01EJH18",
841,"HARV_059",32,4,1,"Standing Dead",1.00,,,,,,,"D01DRC25","D01EJH18",
842,"HARV_059",32,4,1,"Lichen",0.50,,,,,,,"D01DRC25","D01EJH18",
843,"HARV_059",32,4,1,"Moss",1.00,,,,,,,"D01DRC25","D01EJH18",
844,"HARV_059",32,4,1,"Overstory",70.00,,,,,,,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
845,"HARV_059",32,4,1,,,,,"TRBO2",,2.00,13,"D01DRC25","D01EJH18",
